user_input,reference_contexts,query_style,source_file
"Si yo nunca he usado CASAVERSO y quiero abrir una cuenta, ¿qué pasos debo seguir para registrarme y hay alguna forma de hacerlo sin registrarme si ya soy cliente de BancoEstado?","['# Cómo puedo crear una cuenta en CASAVERSO\n\nPara crear una cuenta, anda al menú lateral y marca la opción Iniciar sesión. En esta página puedes registrarte en la plataforma presionando el botón Registrarse en CASAVERSO.\n\nTip: Si eres cliente BancoEstado, puedes abrir tu cuenta sin necesidad de registro. Simplemente ingresa tu RUT y la clave que usas en tu Banca en Línea para entrar a tu cuenta.\n']",Caso Hipotetico en Primera Persona,BD1-00581
¿Qué me impide crear una cuenta en CASAVERSO si no soy cliente de BancoEstado?,"['# Cómo puedo crear una cuenta en CASAVERSO\n\nPara crear una cuenta, anda al menú lateral y marca la opción Iniciar sesión. En esta página puedes registrarte en la plataforma presionando el botón Registrarse en CASAVERSO.\n\nTip: Si eres cliente BancoEstado, puedes abrir tu cuenta sin necesidad de registro. Simplemente ingresa tu RUT y la clave que usas en tu Banca en Línea para entrar a tu cuenta.\n']",Duda Directa sobre Restricciones,BD1-00581
"Hey, ¿me puedes decir al tiro cómo me hago una cuenta en Casaverso? Si soy cliente BancoEstado, ¿tengo que registrarme o solo pongo mi RUT y clave?","['# Cómo puedo crear una cuenta en CASAVERSO\n\nPara crear una cuenta, anda al menú lateral y marca la opción Iniciar sesión. En esta página puedes registrarte en la plataforma presionando el botón Registrarse en CASAVERSO.\n\nTip: Si eres cliente BancoEstado, puedes abrir tu cuenta sin necesidad de registro. Simplemente ingresa tu RUT y la clave que usas en tu Banca en Línea para entrar a tu cuenta.\n']",Colloquial Chileno Natural,BD1-00581
"cachai cómo me creo una cuenta en casaverso? si ya soy cliente del bancoestado, ¿tengo que pasar por el registro o solo meto mi rut y la clave?","['# Cómo puedo crear una cuenta en CASAVERSO\n\nPara crear una cuenta, anda al menú lateral y marca la opción Iniciar sesión. En esta página puedes registrarte en la plataforma presionando el botón Registrarse en CASAVERSO.\n\nTip: Si eres cliente BancoEstado, puedes abrir tu cuenta sin necesidad de registro. Simplemente ingresa tu RUT y la clave que usas en tu Banca en Línea para entrar a tu cuenta.\n']",Modismos Chilenos Muy Relajado,BD1-00581
Explícame cómo crear una cuenta en CASAVERSO,"['# Cómo puedo crear una cuenta en CASAVERSO\n\nPara crear una cuenta, anda al menú lateral y marca la opción Iniciar sesión. En esta página puedes registrarte en la plataforma presionando el botón Registrarse en CASAVERSO.\n\nTip: Si eres cliente BancoEstado, puedes abrir tu cuenta sin necesidad de registro. Simplemente ingresa tu RUT y la clave que usas en tu Banca en Línea para entrar a tu cuenta.\n']",Principiante / Educativo,BD1-00581
¿Cómo me registro en CASAVERSO?,"['# Cómo puedo crear una cuenta en CASAVERSO\n\nPara crear una cuenta, anda al menú lateral y marca la opción Iniciar sesión. En esta página puedes registrarte en la plataforma presionando el botón Registrarse en CASAVERSO.\n\nTip: Si eres cliente BancoEstado, puedes abrir tu cuenta sin necesidad de registro. Simplemente ingresa tu RUT y la clave que usas en tu Banca en Línea para entrar a tu cuenta.\n']",Orientado a la Accion,BD1-00581
kiero saber como me creo una cuenta en casaverso y si soy cliente bancoestado puedo entrar sin registrarme,"['# Cómo puedo crear una cuenta en CASAVERSO\n\nPara crear una cuenta, anda al menú lateral y marca la opción Iniciar sesión. En esta página puedes registrarte en la plataforma presionando el botón Registrarse en CASAVERSO.\n\nTip: Si eres cliente BancoEstado, puedes abrir tu cuenta sin necesidad de registro. Simplemente ingresa tu RUT y la clave que usas en tu Banca en Línea para entrar a tu cuenta.\n']",Mal redactado / Errores ortograficos,BD1-00581
kiero saber como crear una cuanta en casaverso si hay q registrarme o solo meter mi rut y clave del banco,"['# Cómo puedo crear una cuenta en CASAVERSO\n\nPara crear una cuenta, anda al menú lateral y marca la opción Iniciar sesión. En esta página puedes registrarte en la plataforma presionando el botón Registrarse en CASAVERSO.\n\nTip: Si eres cliente BancoEstado, puedes abrir tu cuenta sin necesidad de registro. Simplemente ingresa tu RUT y la clave que usas en tu Banca en Línea para entrar a tu cuenta.\n']",Errores ortograficos,BD1-00581
portal CASAVERSO BancoEstado,"['# El Nuevo Portal CASAVERSO es de BancoEstado\n\nSí, este nuevo portal ha sido desarrollado por BancoEstado considerando las necesidades de los clientes, las condiciones actuales y futuras del mercado inmobiliario y las nuevas tecnologías emergentes a nivel mundial.\n']",Buscador de Palabras Clave,BD1-00582
"Si yo quiero usar el nuevo portal CASAVERSO para buscar una casa, ¿puedo confirmar que fue desarrollado por BancoEstado y que tiene en cuenta mis necesidades y las tendencias actuales del mercado inmobiliario?","['# El Nuevo Portal CASAVERSO es de BancoEstado\n\nSí, este nuevo portal ha sido desarrollado por BancoEstado considerando las necesidades de los clientes, las condiciones actuales y futuras del mercado inmobiliario y las nuevas tecnologías emergentes a nivel mundial.\n']",Caso Hipotetico en Primera Persona,BD1-00582
¿Cachai quién sacó el portal nuevo de Casaverso? ¿Es del BancoEstado o de otra parte?,"['# El Nuevo Portal CASAVERSO es de BancoEstado\n\nSí, este nuevo portal ha sido desarrollado por BancoEstado considerando las necesidades de los clientes, las condiciones actuales y futuras del mercado inmobiliario y las nuevas tecnologías emergentes a nivel mundial.\n']",Colloquial Chileno Natural,BD1-00582
"Oye, cuéntame po qué es ese portal nuevo de BancoEstado que llaman CASAVERSO, ¿de qué se trata?","['# El Nuevo Portal CASAVERSO es de BancoEstado\n\nSí, este nuevo portal ha sido desarrollado por BancoEstado considerando las necesidades de los clientes, las condiciones actuales y futuras del mercado inmobiliario y las nuevas tecnologías emergentes a nivel mundial.\n']",Modismos Chilenos Muy Relajado,BD1-00582
¿Qué es el portal Casaverso de BancoEstado y para qué sirve?,"['# El Nuevo Portal CASAVERSO es de BancoEstado\n\nSí, este nuevo portal ha sido desarrollado por BancoEstado considerando las necesidades de los clientes, las condiciones actuales y futuras del mercado inmobiliario y las nuevas tecnologías emergentes a nivel mundial.\n']",Principiante / Educativo,BD1-00582
¿Cómo accedo al nuevo portal CASAVERSO?,"['# El Nuevo Portal CASAVERSO es de BancoEstado\n\nSí, este nuevo portal ha sido desarrollado por BancoEstado considerando las necesidades de los clientes, las condiciones actuales y futuras del mercado inmobiliario y las nuevas tecnologías emergentes a nivel mundial.\n']",Orientado a la Accion,BD1-00582
k es el portal casaverso? es de bancoestado?,"['# El Nuevo Portal CASAVERSO es de BancoEstado\n\nSí, este nuevo portal ha sido desarrollado por BancoEstado considerando las necesidades de los clientes, las condiciones actuales y futuras del mercado inmobiliario y las nuevas tecnologías emergentes a nivel mundial.\n']",Mal redactado / Errores ortograficos,BD1-00582
kiero saber q es el nuebo portal casavers de bcoestado,"['# El Nuevo Portal CASAVERSO es de BancoEstado\n\nSí, este nuevo portal ha sido desarrollado por BancoEstado considerando las necesidades de los clientes, las condiciones actuales y futuras del mercado inmobiliario y las nuevas tecnologías emergentes a nivel mundial.\n']",Errores ortograficos,BD1-00582
portal seguro casaverso condiciones seguridad informática,['# El Nuevo Portal CASAVERSO es seguro\n\nEl nuevo portal cumple con todas las condiciones y exigencias que nos rigen como instituciones financieras en materia de seguridad informática y uso de datos personales.\n'],Buscador de Palabras Clave,BD1-00583
"Si yo empiezo a usar el nuevo portal CASAVERSO, ¿puedo estar seguro de que protege mis datos y cumple con todas las exigencias de seguridad que requiere el banco?",['# El Nuevo Portal CASAVERSO es seguro\n\nEl nuevo portal cumple con todas las condiciones y exigencias que nos rigen como instituciones financieras en materia de seguridad informática y uso de datos personales.\n'],Caso Hipotetico en Primera Persona,BD1-00583
¿Qué acciones están prohibidas o limitadas en el nuevo portal CASAVERSO?,['# El Nuevo Portal CASAVERSO es seguro\n\nEl nuevo portal cumple con todas las condiciones y exigencias que nos rigen como instituciones financieras en materia de seguridad informática y uso de datos personales.\n'],Duda Directa sobre Restricciones,BD1-00583
"Oye, el portal nuevo del Banco Estado, ¿es seguro con la data personal o hay que estar atentos, al tiro?",['# El Nuevo Portal CASAVERSO es seguro\n\nEl nuevo portal cumple con todas las condiciones y exigencias que nos rigen como instituciones financieras en materia de seguridad informática y uso de datos personales.\n'],Colloquial Chileno Natural,BD1-00583
"Oye, ¿el portal nuevo del Casaverso está piola en seguridad o qué?",['# El Nuevo Portal CASAVERSO es seguro\n\nEl nuevo portal cumple con todas las condiciones y exigencias que nos rigen como instituciones financieras en materia de seguridad informática y uso de datos personales.\n'],Modismos Chilenos Muy Relajado,BD1-00583
¿Qué significa que el portal cumpla con las condiciones de seguridad informática y uso de datos personales?,['# El Nuevo Portal CASAVERSO es seguro\n\nEl nuevo portal cumple con todas las condiciones y exigencias que nos rigen como instituciones financieras en materia de seguridad informática y uso de datos personales.\n'],Principiante / Educativo,BD1-00583
¿Cómo verifico que el portal CASAVERSO cumple con la normativa de seguridad?,['# El Nuevo Portal CASAVERSO es seguro\n\nEl nuevo portal cumple con todas las condiciones y exigencias que nos rigen como instituciones financieras en materia de seguridad informática y uso de datos personales.\n'],Orientado a la Accion,BD1-00583
el portal casaverso nuevo es seguro? q pasa con la seguridad y mis datos personales,['# El Nuevo Portal CASAVERSO es seguro\n\nEl nuevo portal cumple con todas las condiciones y exigencias que nos rigen como instituciones financieras en materia de seguridad informática y uso de datos personales.\n'],Mal redactado / Errores ortograficos,BD1-00583
kiero saber si el portal casverso es seguro y cumple con la seguriad de datos?,['# El Nuevo Portal CASAVERSO es seguro\n\nEl nuevo portal cumple con todas las condiciones y exigencias que nos rigen como instituciones financieras en materia de seguridad informática y uso de datos personales.\n'],Errores ortograficos,BD1-00583
seguridad datos personales casaverso,"['# Es seguro compartir mi información personal en CASAVERSO\n\nComo en todos los portales de BancoEstado, la seguridad es una de nuestras principales preocupaciones. Puedes revisar el enlace Políticas de privacidad en el pie de página para informarte de todo lo relacionado a tratamiento de datos personales y uso de datos de navegación (cookies).\n']",Buscador de Palabras Clave,BD1-00584
"Si yo tengo que cargar mi RUT y datos bancarios en CASAVERSO, ¿es seguro compartir mi información personal allí?","['# Es seguro compartir mi información personal en CASAVERSO\n\nComo en todos los portales de BancoEstado, la seguridad es una de nuestras principales preocupaciones. Puedes revisar el enlace Políticas de privacidad en el pie de página para informarte de todo lo relacionado a tratamiento de datos personales y uso de datos de navegación (cookies).\n']",Caso Hipotetico en Primera Persona,BD1-00584
¿Qué información personal está prohibida compartir en CASAVERSO y qué sanciones podría haber?,"['# Es seguro compartir mi información personal en CASAVERSO\n\nComo en todos los portales de BancoEstado, la seguridad es una de nuestras principales preocupaciones. Puedes revisar el enlace Políticas de privacidad en el pie de página para informarte de todo lo relacionado a tratamiento de datos personales y uso de datos de navegación (cookies).\n']",Duda Directa sobre Restricciones,BD1-00584
"Oye, ¿es seguro meter mis datos personales en Casaverso o me arriesgo? al tiro","['# Es seguro compartir mi información personal en CASAVERSO\n\nComo en todos los portales de BancoEstado, la seguridad es una de nuestras principales preocupaciones. Puedes revisar el enlace Políticas de privacidad en el pie de página para informarte de todo lo relacionado a tratamiento de datos personales y uso de datos de navegación (cookies).\n']",Colloquial Chileno Natural,BD1-00584
"Oye, ¿es piola dejar mis datos personales en el Casaverso o hay que estar atento?","['# Es seguro compartir mi información personal en CASAVERSO\n\nComo en todos los portales de BancoEstado, la seguridad es una de nuestras principales preocupaciones. Puedes revisar el enlace Políticas de privacidad en el pie de página para informarte de todo lo relacionado a tratamiento de datos personales y uso de datos de navegación (cookies).\n']",Modismos Chilenos Muy Relajado,BD1-00584
¿Qué significa la política de privacidad en CASAVERSO y cómo protege mi información personal?,"['# Es seguro compartir mi información personal en CASAVERSO\n\nComo en todos los portales de BancoEstado, la seguridad es una de nuestras principales preocupaciones. Puedes revisar el enlace Políticas de privacidad en el pie de página para informarte de todo lo relacionado a tratamiento de datos personales y uso de datos de navegación (cookies).\n']",Principiante / Educativo,BD1-00584
¿Cómo reviso la política de privacidad en Casaverso para saber si puedo compartir mis datos?,"['# Es seguro compartir mi información personal en CASAVERSO\n\nComo en todos los portales de BancoEstado, la seguridad es una de nuestras principales preocupaciones. Puedes revisar el enlace Políticas de privacidad en el pie de página para informarte de todo lo relacionado a tratamiento de datos personales y uso de datos de navegación (cookies).\n']",Orientado a la Accion,BD1-00584
es seguro compartir mis datos en casaverso? donde estan las politcas de privacidad?,"['# Es seguro compartir mi información personal en CASAVERSO\n\nComo en todos los portales de BancoEstado, la seguridad es una de nuestras principales preocupaciones. Puedes revisar el enlace Políticas de privacidad en el pie de página para informarte de todo lo relacionado a tratamiento de datos personales y uso de datos de navegación (cookies).\n']",Mal redactado / Errores ortograficos,BD1-00584
es seguro comparti mi info personal en casaverso q pasa con mis datos si hay hackeo,"['# Es seguro compartir mi información personal en CASAVERSO\n\nComo en todos los portales de BancoEstado, la seguridad es una de nuestras principales preocupaciones. Puedes revisar el enlace Políticas de privacidad en el pie de página para informarte de todo lo relacionado a tratamiento de datos personales y uso de datos de navegación (cookies).\n']",Errores ortograficos,BD1-00584
propiedades arriendo disponibilidad,"['# Hay propiedades para arriendo\n\nEn este momento sólo hay propiedades que están a la venta, pero en un futuro cercano publicaremos propiedades disponibles para arriendo.\n']",Buscador de Palabras Clave,BD1-00585
"Si estoy buscando una casa para arriendo ahora, ¿existe alguna disponible o tendré que esperar?","['# Hay propiedades para arriendo\n\nEn este momento sólo hay propiedades que están a la venta, pero en un futuro cercano publicaremos propiedades disponibles para arriendo.\n']",Caso Hipotetico en Primera Persona,BD1-00585
¿Qué limitaciones hay actualmente para encontrar o publicar propiedades en arriendo en la plataforma?,"['# Hay propiedades para arriendo\n\nEn este momento sólo hay propiedades que están a la venta, pero en un futuro cercano publicaremos propiedades disponibles para arriendo.\n']",Duda Directa sobre Restricciones,BD1-00585
"Oye, ¿tenés depas para arriendo ahora? Necesito rentar al tiro","['# Hay propiedades para arriendo\n\nEn este momento sólo hay propiedades que están a la venta, pero en un futuro cercano publicaremos propiedades disponibles para arriendo.\n']",Colloquial Chileno Natural,BD1-00585
"Oye, ¿tenís alguna casa o depto pa' arriendo ahora?","['# Hay propiedades para arriendo\n\nEn este momento sólo hay propiedades que están a la venta, pero en un futuro cercano publicaremos propiedades disponibles para arriendo.\n']",Modismos Chilenos Muy Relajado,BD1-00585
¿Qué significa que todavía no hay propiedades para arriendo y solo hay a la venta?,"['# Hay propiedades para arriendo\n\nEn este momento sólo hay propiedades que están a la venta, pero en un futuro cercano publicaremos propiedades disponibles para arriendo.\n']",Principiante / Educativo,BD1-00585
¿Cómo accedo a las propiedades en arriendo?,"['# Hay propiedades para arriendo\n\nEn este momento sólo hay propiedades que están a la venta, pero en un futuro cercano publicaremos propiedades disponibles para arriendo.\n']",Orientado a la Accion,BD1-00585
kiero saber si hay deptos pa arriendo ahora,"['# Hay propiedades para arriendo\n\nEn este momento sólo hay propiedades que están a la venta, pero en un futuro cercano publicaremos propiedades disponibles para arriendo.\n']",Mal redactado / Errores ortograficos,BD1-00585
buenas quie info hay de deptos pa arriendo veo solo venta ahorita cuando saldra arri,"['# Hay propiedades para arriendo\n\nEn este momento sólo hay propiedades que están a la venta, pero en un futuro cercano publicaremos propiedades disponibles para arriendo.\n']",Errores ortograficos,BD1-00585
propiedades usadas casaverso,"['# Hay propiedades usadas\n\nEn este momento sólo hay propiedades nuevas (proyectos) en CASAVERSO, pero próximamente nos ampliaremos a la publicación de propiedades usadas.\n']",Buscador de Palabras Clave,BD1-00586
"Si yo estoy buscando una propiedad usada en CASAVERSO, ¿puedo encontrar alguna ahora?","['# Hay propiedades usadas\n\nEn este momento sólo hay propiedades nuevas (proyectos) en CASAVERSO, pero próximamente nos ampliaremos a la publicación de propiedades usadas.\n']",Caso Hipotetico en Primera Persona,BD1-00586
¿Puedo buscar o publicar propiedades usadas en Casaverso ahora o está restringido?,"['# Hay propiedades usadas\n\nEn este momento sólo hay propiedades nuevas (proyectos) en CASAVERSO, pero próximamente nos ampliaremos a la publicación de propiedades usadas.\n']",Duda Directa sobre Restricciones,BD1-00586
"Oye, ¿en Casaverso solo hay depas nuevos o ya tienen usados? al tiro","['# Hay propiedades usadas\n\nEn este momento sólo hay propiedades nuevas (proyectos) en CASAVERSO, pero próximamente nos ampliaremos a la publicación de propiedades usadas.\n']",Colloquial Chileno Natural,BD1-00586
"Cachai si en Casaverso ya aparecen departamentos usados o solo son proyectos nuevos, po?","['# Hay propiedades usadas\n\nEn este momento sólo hay propiedades nuevas (proyectos) en CASAVERSO, pero próximamente nos ampliaremos a la publicación de propiedades usadas.\n']",Modismos Chilenos Muy Relajado,BD1-00586
¿Qué significa que en CASAVERSO solo haya propiedades nuevas y qué son las propiedades usadas que dicen que publicarán pronto?,"['# Hay propiedades usadas\n\nEn este momento sólo hay propiedades nuevas (proyectos) en CASAVERSO, pero próximamente nos ampliaremos a la publicación de propiedades usadas.\n']",Principiante / Educativo,BD1-00586
¿Cómo busco propiedades usadas en Casaverso?,"['# Hay propiedades usadas\n\nEn este momento sólo hay propiedades nuevas (proyectos) en CASAVERSO, pero próximamente nos ampliaremos a la publicación de propiedades usadas.\n']",Orientado a la Accion,BD1-00586
k hay casas usadas en casaverso,"['# Hay propiedades usadas\n\nEn este momento sólo hay propiedades nuevas (proyectos) en CASAVERSO, pero próximamente nos ampliaremos a la publicación de propiedades usadas.\n']",Mal redactado / Errores ortograficos,BD1-00586
k hay propiedads usads en casaverso?,"['# Hay propiedades usadas\n\nEn este momento sólo hay propiedades nuevas (proyectos) en CASAVERSO, pero próximamente nos ampliaremos a la publicación de propiedades usadas.\n']",Errores ortograficos,BD1-00586
preaprobación credenciales web BancoEstado,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto?\n\nSi, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.\n']",Buscador de Palabras Clave,BD1-00587
"Si yo intento avanzar en la preaprobación y me solicitan registrar mis credenciales en el sitio web de BancoEstado, ¿es correcto hacerlo?","['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto?\n\nSi, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.\n']",Caso Hipotetico en Primera Persona,BD1-00587
¿Qué ocurre si intento avanzar a la preaprobación sin registrar mis credenciales en la web?,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto?\n\nSi, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.\n']",Duda Directa sobre Restricciones,BD1-00587
"Oye, para la preaprobación me piden meter las credenciales del sitio web de BancoEstado, ¿es eso o qué?","['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto?\n\nSi, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.\n']",Colloquial Chileno Natural,BD1-00587
"Oye, pa' la preaprobación me piden meter las credenciales del sitio web del BancoEstado, ¿es así?","['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto?\n\nSi, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.\n']",Modismos Chilenos Muy Relajado,BD1-00587
¿Qué significa preaprobación y por qué tengo que registrar mis credenciales de BancoEstado en el sitio web?,"['# Para avanzar a la preaprobación me solicita registrar las credenciales BancoEstado del sitio web ¿esto es correcto?\n\nSi, considerando que esta es una plataforma BancoEstado, para reconocer la identidad del usuario y acceder a servicios BancoEstado, se deben ingresar las credenciales de la web para avanzar en la Preaprobación.\n']",Principiante / Educativo,BD1-00587
